"links","datetime","rssid","rsstopic","date","downloaded"
"https://www.n-tv.de/politik/Biden-warnte-Ghani-im-Juli-vor-Taliban-article22778274.html","2021-09-02 08:40:02","NTV_Standard_2021-09-02_08_40_02","NTV_Standard","2021-09-02",1
"https://www.welt.de/sport/article235360184/Auslosung-Deutsches-Duell-in-der-ersten-Runde-der-Darts-WM.html","2021-11-29 21:03:07","welt_rssnews_2021-11-29_21_03_07","WELT_News","2021-11-29",1
"https://www.rtl.de/cms/schaedliches-netzwerk-facebook-loescht-saemtliche-querdenker-gruppen-4832362.html","2021-09-19 02:00:02","RTL_News_2021-09-19_02_00_02","RTL_News","2021-09-19",1
"https://www.n-tv.de/politik/politik_kommentare/Walter-Borjans-geht-befremdet-aber-frei-article22896761.html","2021-10-29 22:10:02","NTV_Standard_2021-10-29_22_10_02","NTV_Standard","2021-10-29",1
"https://www.spiegel.de/politik/deutschland/berlin-wahl-2021-bettina-jarasch-und-der-traum-von-bullerbue-a-a4366196-b838-4827-a243-ebac3cf8816f#ref=rss","2021-09-24 22:30:02","spiegel_rsspolitik_2021-09-24_22_30_02","Spiegel_Politik","2021-09-24",1
"https://www.welt.de/politik/ausland/article234829300/Angela-Merkel-Vive-Mutti-rufen-die-Zuschauer.html","2021-11-04 07:21:02","welt_rsspolitik_2021-11-04_07_21_02","WELT_Politik","2021-11-04",1
"https://www.spiegel.de/wirtschaft/unternehmen/tesla-wie-elon-musk-den-deutschen-strommarkt-erobern-will-a-10d1edf9-29bb-4ba7-9222-b10107e429ce#ref=rss","2021-10-15 19:26:02","spiegel_rssschlagz_2021-10-15_19_26_02","Spiegel_Schlagzeilen","2021-10-15",1
"https://www.spiegel.de/ausland/afghanistan-usa-kuendigen-gespraeche-mit-den-taliban-in-katar-an-a-1d58da9c-85ae-43af-b128-498525f05c4f#ref=rss","2021-10-09 06:00:02","spiegel_rssschlagz_2021-10-09_06_00_02","Spiegel_Schlagzeilen","2021-10-09",1
"https://www.welt.de/vermischtes/article235384260/US-Bundesstaat-Michigan-15-Jaehriger-erschiesst-drei-Mitschueler.html","2021-12-01 10:03:02","WELT_News_2021-12-01_10_03_02","WELT_News","2021-12-01",1
"https://www.spiegel.de/wirtschaft/immobilien-mit-dem-eigenheim-faengt-das-elend-an-a-00000000-0002-0001-0000-000158616283#ref=rss","2021-10-19 16:26:02","spiegel_rssschlagz_2021-10-19_16_26_02","Spiegel_Schlagzeilen","2021-10-19",1
